Product,Channel,WeekStart,TV,Online,StoresAvailability
TXX00,B,2015-11-09,190264.74,11828.071000000002,16
TXX06,B,2015-11-09,190264.74,11828.071000000002,19
TXXX0,B,2015-11-09,190264.74,11828.071000000002,23
TXZ06,B,2015-11-09,190264.74,11828.071000000002,21
TXX00,C,2015-11-09,190264.74,11828.071000000002,93
TXX06,C,2015-11-09,190264.74,11828.071000000002,90
TXXX0,C,2015-11-09,190264.74,11828.071000000002,84
TXZ06,C,2015-11-09,190264.74,11828.071000000002,92
TXX00,D,2015-11-09,190264.74,11828.071000000002,1
TXX06,D,2015-11-09,190264.74,11828.071000000002,1
TXZ06,D,2015-11-09,190264.74,11828.071000000002,1
TXQT7,E,2015-11-09,0.0,0.0,53
TXQTZ,E,2015-11-09,0.0,0.0,56
TXQT7,B,2015-11-09,0.0,0.0,23
TXQTZ,B,2015-11-09,0.0,0.0,31
TXQTZ,A,2015-11-09,0.0,0.0,8
TXQQX,C,2015-11-09,0.0,0.0,36
TXQT7,C,2015-11-09,0.0,0.0,83
TXQTZ,C,2015-11-09,0.0,0.0,88
TXX5Q,E,2015-11-16,0.0,0.0,52
TXQ0T,E,2015-11-16,0.0,0.0,59
TXX5Q,B,2015-11-16,0.0,0.0,15
TXQ0T,B,2015-11-16,0.0,0.0,10
TXX5Q,A,2015-11-16,0.0,0.0,29
TXQ0T,A,2015-11-16,0.0,0.0,18
TXX5Q,C,2015-11-16,0.0,0.0,90
TXQ0T,C,2015-11-16,0.0,0.0,91
TXX00,E,2015-11-16,184916.05,3920.0,47
TXX06,E,2015-11-16,184916.05,3920.0,63
TXXX0,E,2015-11-16,184916.05,3920.0,59
TXZ06,E,2015-11-16,184916.05,3920.0,71
TXX00,B,2015-11-16,184916.05,3920.0,11
TXX06,B,2015-11-16,184916.05,3920.0,11
TXXX0,B,2015-11-16,184916.05,3920.0,16
TXZ06,B,2015-11-16,184916.05,3920.0,15
TXX00,C,2015-11-16,184916.05,3920.0,90
TXX06,C,2015-11-16,184916.05,3920.0,88
TXXX0,C,2015-11-16,184916.05,3920.0,88
TXZ06,C,2015-11-16,184916.05,3920.0,92
TXZ06,D,2015-11-16,184916.05,3920.0,1
TXQT7,E,2015-11-16,0.0,0.0,57
TXQTZ,E,2015-11-16,0.0,0.0,59
TXQT7,B,2015-11-16,0.0,0.0,25
TXQTZ,B,2015-11-16,0.0,0.0,26
TXQQX,C,2015-11-16,0.0,0.0,32
TXQT7,C,2015-11-16,0.0,0.0,84
TXQTZ,C,2015-11-16,0.0,0.0,87
TXX5Q,E,2015-11-23,0.0,0.0,58
TXQ0T,E,2015-11-23,0.0,0.0,47
TXX5Q,B,2015-11-23,0.0,0.0,7
TXQ0T,B,2015-11-23,0.0,0.0,13
TXX5Q,A,2015-11-23,0.0,0.0,30
TXQ0T,A,2015-11-23,0.0,0.0,33
TXX5Q,C,2015-11-23,0.0,0.0,91
TXQ0T,C,2015-11-23,0.0,0.0,91
TXX00,E,2015-11-23,178595.53,3920.0,54
TXX06,E,2015-11-23,178595.53,3920.0,53
TXXX0,E,2015-11-23,178595.53,3920.0,50
TXZ06,E,2015-11-23,178595.53,3920.0,63
TXX00,B,2015-11-23,178595.53,3920.0,22
TXX06,B,2015-11-23,178595.53,3920.0,20
TXXX0,B,2015-11-23,178595.53,3920.0,23
TXZ06,B,2015-11-23,178595.53,3920.0,19
TXX00,C,2015-11-23,178595.53,3920.0,94
TXX06,C,2015-11-23,178595.53,3920.0,90
TXXX0,C,2015-11-23,178595.53,3920.0,87
TXZ06,C,2015-11-23,178595.53,3920.0,90
TXX00,D,2015-11-23,178595.53,3920.0,1
TXX06,D,2015-11-23,178595.53,3920.0,1
TXZ06,D,2015-11-23,178595.53,3920.0,1
TXQT7,E,2015-11-23,0.0,0.0,58
TXQTZ,E,2015-11-23,0.0,0.0,60
TXQT7,B,2015-11-23,0.0,0.0,25
TXQTZ,B,2015-11-23,0.0,0.0,30
TXQT7,A,2015-11-23,0.0,0.0,12
TXQTZ,A,2015-11-23,0.0,0.0,11
TXQQX,C,2015-11-23,0.0,0.0,39
TXQT7,C,2015-11-23,0.0,0.0,87
TXQTZ,C,2015-11-23,0.0,0.0,91
TXX5Q,E,2015-11-30,0.0,0.0,58
TXQ0T,E,2015-11-30,0.0,0.0,59
TXX5Q,B,2015-11-30,0.0,0.0,14
TXQ0T,B,2015-11-30,0.0,0.0,15
TXX5Q,A,2015-11-30,0.0,0.0,37
TXQ0T,A,2015-11-30,0.0,0.0,43
TXX5Q,C,2015-11-30,0.0,0.0,92
TXQ0T,C,2015-11-30,0.0,0.0,94
TXX00,E,2015-11-30,0.0,0.0,52
TXX06,E,2015-11-30,0.0,0.0,54
TXXX0,E,2015-11-30,0.0,0.0,54
TXZ06,E,2015-11-30,0.0,0.0,63
TXX00,B,2015-11-30,0.0,0.0,18
TXX06,B,2015-11-30,0.0,0.0,19
TXXX0,B,2015-11-30,0.0,0.0,23
TXZ06,B,2015-11-30,0.0,0.0,20
TXX00,C,2015-11-30,0.0,0.0,93
TXX06,C,2015-11-30,0.0,0.0,90
TXXX0,C,2015-11-30,0.0,0.0,88
TXZ06,C,2015-11-30,0.0,0.0,88
TXX00,D,2015-11-30,0.0,0.0,1
TXX06,D,2015-11-30,0.0,0.0,1
TXZ06,D,2015-11-30,0.0,0.0,1
TXQT7,E,2015-11-30,0.0,0.0,57
TXQTZ,E,2015-11-30,0.0,0.0,55
TXQT7,B,2015-11-30,0.0,0.0,23
TXQTZ,B,2015-11-30,0.0,0.0,27
TXQTZ,A,2015-11-30,0.0,0.0,3
TXQQX,C,2015-11-30,0.0,0.0,39
TXQT7,C,2015-11-30,0.0,0.0,93
TXQTZ,C,2015-11-30,0.0,0.0,95
TXX5Q,E,2015-12-07,0.0,0.0,55
TXQ0T,E,2015-12-07,0.0,0.0,55
TXX5Q,B,2015-12-07,0.0,0.0,13
TXQ0T,B,2015-12-07,0.0,0.0,18
TXX5Q,A,2015-12-07,0.0,0.0,43
TXQ0T,A,2015-12-07,0.0,0.0,52
TXX5Q,C,2015-12-07,0.0,0.0,89
TXQ0T,C,2015-12-07,0.0,0.0,93
TXX00,E,2015-12-07,0.0,0.0,53
TXX06,E,2015-12-07,0.0,0.0,47
TXXX0,E,2015-12-07,0.0,0.0,63
TXZ06,E,2015-12-07,0.0,0.0,68
TXX00,B,2015-12-07,0.0,0.0,19
TXX06,B,2015-12-07,0.0,0.0,21
TXXX0,B,2015-12-07,0.0,0.0,20
TXZ06,B,2015-12-07,0.0,0.0,25
TXX00,C,2015-12-07,0.0,0.0,93
TXX06,C,2015-12-07,0.0,0.0,89
TXXX0,C,2015-12-07,0.0,0.0,89
TXZ06,C,2015-12-07,0.0,0.0,86
TXX00,D,2015-12-07,0.0,0.0,1
TXZ06,D,2015-12-07,0.0,0.0,1
TXQT7,E,2015-12-07,0.0,0.0,60
TXQTZ,E,2015-12-07,0.0,0.0,59
TXQT7,B,2015-12-07,0.0,0.0,18
TXQTZ,B,2015-12-07,0.0,0.0,30
TXQT7,A,2015-12-07,0.0,0.0,1
TXQTZ,A,2015-12-07,0.0,0.0,2
TXQQX,C,2015-12-07,0.0,0.0,33
TXQT7,C,2015-12-07,0.0,0.0,90
TXQTZ,C,2015-12-07,0.0,0.0,94
TXX5Q,E,2015-12-14,0.0,0.0,63
TXQ0T,E,2015-12-14,0.0,0.0,61
TXX5Q,B,2015-12-14,0.0,0.0,22
TXQ0T,B,2015-12-14,0.0,0.0,23
TXX5Q,A,2015-12-14,0.0,0.0,32
TXQ0T,A,2015-12-14,0.0,0.0,41
TXX5Q,C,2015-12-14,0.0,0.0,95
TXQ0T,C,2015-12-14,0.0,0.0,95
TXX00,E,2015-12-14,0.0,0.0,53
TXX06,E,2015-12-14,0.0,0.0,58
TXXX0,E,2015-12-14,0.0,0.0,61
TXZ06,E,2015-12-14,0.0,0.0,66
TXX00,B,2015-12-14,0.0,0.0,27
TXX06,B,2015-12-14,0.0,0.0,31
TXXX0,B,2015-12-14,0.0,0.0,29
TXZ06,B,2015-12-14,0.0,0.0,34
TXX00,C,2015-12-14,0.0,0.0,96
TXX06,C,2015-12-14,0.0,0.0,94
TXXX0,C,2015-12-14,0.0,0.0,90
TXZ06,C,2015-12-14,0.0,0.0,82
TXX00,D,2015-12-14,0.0,0.0,1
TXZ06,D,2015-12-14,0.0,0.0,1
TXQT7,E,2015-12-14,0.0,0.0,62
TXQTZ,E,2015-12-14,0.0,0.0,63
TXQT7,B,2015-12-14,0.0,0.0,44
TXQTZ,B,2015-12-14,0.0,0.0,44
TXQTZ,A,2015-12-14,0.0,0.0,3
TXQQX,C,2015-12-14,0.0,0.0,40
TXQT7,C,2015-12-14,0.0,0.0,92
TXQTZ,C,2015-12-14,0.0,0.0,95
TXX5Q,E,2015-12-21,0.0,0.0,48
TXQ0T,E,2015-12-21,0.0,0.0,51
TXX5Q,B,2015-12-21,0.0,0.0,19
TXQ0T,B,2015-12-21,0.0,0.0,15
TXX5Q,A,2015-12-21,0.0,0.0,35
TXQ0T,A,2015-12-21,0.0,0.0,44
TXX5Q,C,2015-12-21,0.0,0.0,90
TXQ0T,C,2015-12-21,0.0,0.0,88
TXX00,E,2015-12-21,204705.42,19037.585,42
TXX06,E,2015-12-21,204705.42,19037.585,53
TXXX0,E,2015-12-21,204705.42,19037.585,52
TXZ06,E,2015-12-21,204705.42,19037.585,63
TXX00,B,2015-12-21,204705.42,19037.585,29
TXX06,B,2015-12-21,204705.42,19037.585,15
TXXX0,B,2015-12-21,204705.42,19037.585,30
TXZ06,B,2015-12-21,204705.42,19037.585,26
TXX00,C,2015-12-21,204705.42,19037.585,91
TXX06,C,2015-12-21,204705.42,19037.585,85
TXXX0,C,2015-12-21,204705.42,19037.585,84
TXZ06,C,2015-12-21,204705.42,19037.585,74
TXX00,D,2015-12-21,204705.42,19037.585,1
TXZ06,D,2015-12-21,204705.42,19037.585,1
TXQT7,E,2015-12-21,0.0,0.0,53
TXQTZ,E,2015-12-21,0.0,0.0,55
TXQT7,B,2015-12-21,0.0,0.0,23
TXQTZ,B,2015-12-21,0.0,0.0,30
TXQQX,C,2015-12-21,0.0,0.0,33
TXQT7,C,2015-12-21,0.0,0.0,87
TXQTZ,C,2015-12-21,0.0,0.0,87
TXQQX,F,2015-12-21,0.0,0.0,1
TXX5Q,E,2015-12-28,0.0,0.0,53
TXQ0T,E,2015-12-28,0.0,0.0,51
TXX5Q,B,2015-12-28,0.0,0.0,17
TXQ0T,B,2015-12-28,0.0,0.0,11
TXX5Q,A,2015-12-28,0.0,0.0,35
TXQ0T,A,2015-12-28,0.0,0.0,34
TXX5Q,C,2015-12-28,0.0,0.0,91
TXQ0T,C,2015-12-28,0.0,0.0,93
TXX00,E,2015-12-28,42622.0,10878.62,4
TXX06,E,2015-12-28,42622.0,10878.62,46
TXXX0,E,2015-12-28,42622.0,10878.62,55
TXZ06,E,2015-12-28,42622.0,10878.62,60
TXX00,B,2015-12-28,42622.0,10878.62,14
TXX06,B,2015-12-28,42622.0,10878.62,18
TXXX0,B,2015-12-28,42622.0,10878.62,20
TXZ06,B,2015-12-28,42622.0,10878.62,26
TXX00,C,2015-12-28,42622.0,10878.62,92
TXX06,C,2015-12-28,42622.0,10878.62,86
TXXX0,C,2015-12-28,42622.0,10878.62,85
TXZ06,C,2015-12-28,42622.0,10878.62,79
TXX00,D,2015-12-28,42622.0,10878.62,1
TXZ06,D,2015-12-28,42622.0,10878.62,1
TXQT7,E,2015-12-28,0.0,0.0,46
TXQTZ,E,2015-12-28,0.0,0.0,52
TXQT7,B,2015-12-28,0.0,0.0,18
TXQTZ,B,2015-12-28,0.0,0.0,21
TXQQX,C,2015-12-28,0.0,0.0,35
TXQT7,C,2015-12-28,0.0,0.0,78
TXQTZ,C,2015-12-28,0.0,0.0,86
TXX5Q,E,2016-01-04,0.0,0.0,54
TXQ0T,E,2016-01-04,0.0,0.0,59
TXX5Q,B,2016-01-04,0.0,0.0,13
TXQ0T,B,2016-01-04,0.0,0.0,13
TXX5Q,A,2016-01-04,0.0,0.0,28
TXQ0T,A,2016-01-04,0.0,0.0,30
TXX5Q,C,2016-01-04,0.0,0.0,89
TXQ0T,C,2016-01-04,0.0,0.0,93
TXX00,E,2016-01-04,102044.42,0.0,50
TXX06,E,2016-01-04,102044.42,0.0,50
TXXX0,E,2016-01-04,102044.42,0.0,59
TXZ06,E,2016-01-04,102044.42,0.0,58
TXX00,B,2016-01-04,102044.42,0.0,18
TXX06,B,2016-01-04,102044.42,0.0,21
TXXX0,B,2016-01-04,102044.42,0.0,14
TXZ06,B,2016-01-04,102044.42,0.0,17
TXX00,C,2016-01-04,102044.42,0.0,95
TXX06,C,2016-01-04,102044.42,0.0,89
TXXX0,C,2016-01-04,102044.42,0.0,87
TXZ06,C,2016-01-04,102044.42,0.0,71
TXX00,D,2016-01-04,102044.42,0.0,1
TXX06,D,2016-01-04,102044.42,0.0,1
TXZ06,D,2016-01-04,102044.42,0.0,1
TXQT7,E,2016-01-04,0.0,0.0,61
TXQTZ,E,2016-01-04,0.0,0.0,41
TXQT7,B,2016-01-04,0.0,0.0,17
TXQTZ,B,2016-01-04,0.0,0.0,23
TXQTZ,A,2016-01-04,0.0,0.0,8
TXQQX,C,2016-01-04,0.0,0.0,42
TXQT7,C,2016-01-04,0.0,0.0,85
TXQTZ,C,2016-01-04,0.0,0.0,88
TXX5Q,E,2016-01-11,0.0,0.0,54
TXQ0T,E,2016-01-11,0.0,0.0,59
TXX5Q,B,2016-01-11,0.0,0.0,11
TXQ0T,B,2016-01-11,0.0,0.0,12
TXX5Q,A,2016-01-11,0.0,0.0,33
TXQ0T,A,2016-01-11,0.0,0.0,33
TXX5Q,C,2016-01-11,0.0,0.0,90
TXQ0T,C,2016-01-11,0.0,0.0,92
TXX00,E,2016-01-11,92702.15,0.0,40
TXX06,E,2016-01-11,92702.15,0.0,53
TXXX0,E,2016-01-11,92702.15,0.0,55
TXZ06,E,2016-01-11,92702.15,0.0,57
TXX00,B,2016-01-11,92702.15,0.0,31
TXX06,B,2016-01-11,92702.15,0.0,28
TXXX0,B,2016-01-11,92702.15,0.0,31
TXZ06,B,2016-01-11,92702.15,0.0,22
TXX00,C,2016-01-11,92702.15,0.0,93
TXX06,C,2016-01-11,92702.15,0.0,91
TXXX0,C,2016-01-11,92702.15,0.0,88
TXZ06,C,2016-01-11,92702.15,0.0,72
TXX00,D,2016-01-11,92702.15,0.0,1
TXX06,D,2016-01-11,92702.15,0.0,1
TXZ06,D,2016-01-11,92702.15,0.0,1
TXQT7,E,2016-01-11,0.0,0.0,58
TXQTZ,E,2016-01-11,0.0,0.0,60
TXQT7,B,2016-01-11,0.0,0.0,16
TXQTZ,B,2016-01-11,0.0,0.0,25
TXQQX,C,2016-01-11,0.0,0.0,39
TXQT7,C,2016-01-11,0.0,0.0,83
TXQTZ,C,2016-01-11,0.0,0.0,88
TXX5Q,E,2016-01-18,0.0,0.0,50
TXQ0T,E,2016-01-18,0.0,0.0,53
TXX5Q,B,2016-01-18,0.0,0.0,15
TXQ0T,B,2016-01-18,0.0,0.0,14
TXX5Q,A,2016-01-18,0.0,0.0,29
TXQ0T,A,2016-01-18,0.0,0.0,33
TXX5Q,C,2016-01-18,0.0,0.0,91
TXQ0T,C,2016-01-18,0.0,0.0,92
TXX00,E,2016-01-18,0.0,0.0,47
TXX06,E,2016-01-18,0.0,0.0,57
TXXX0,E,2016-01-18,0.0,0.0,54
TXZ06,E,2016-01-18,0.0,0.0,61
TXX00,B,2016-01-18,0.0,0.0,16
TXX06,B,2016-01-18,0.0,0.0,12
TXXX0,B,2016-01-18,0.0,0.0,21
TXZ06,B,2016-01-18,0.0,0.0,18
TXZ06,A,2016-01-18,0.0,0.0,1
TXX00,C,2016-01-18,0.0,0.0,93
TXX06,C,2016-01-18,0.0,0.0,89
TXZ06,C,2016-01-18,0.0,0.0,72
TXX00,D,2016-01-18,0.0,0.0,1
TXX06,D,2016-01-18,0.0,0.0,1
TXZ06,D,2016-01-18,0.0,0.0,1
TXQT7,E,2016-01-18,100151.96,0.0,56
TXQTZ,E,2016-01-18,100151.96,0.0,56
TXQT7,B,2016-01-18,100151.96,0.0,22
TXQTZ,B,2016-01-18,100151.96,0.0,21
TXQQX,C,2016-01-18,100151.96,0.0,37
TXQT7,C,2016-01-18,100151.96,0.0,85
TXQTZ,C,2016-01-18,100151.96,0.0,88
TXQQX,F,2016-01-18,100151.96,0.0,1
TXX5Q,E,2016-01-25,0.0,0.0,48
TXQ0T,E,2016-01-25,0.0,0.0,43
TXX5Q,B,2016-01-25,0.0,0.0,16
TXQ0T,B,2016-01-25,0.0,0.0,13
TXX5Q,A,2016-01-25,0.0,0.0,26
TXQ0T,A,2016-01-25,0.0,0.0,36
TXX5Q,C,2016-01-25,0.0,0.0,92
TXQ0T,C,2016-01-25,0.0,0.0,95
TXX00,E,2016-01-25,0.0,0.0,39
TXX06,E,2016-01-25,0.0,0.0,53
TXXX0,E,2016-01-25,0.0,0.0,52
TXZ06,E,2016-01-25,0.0,0.0,52
TXX00,B,2016-01-25,0.0,0.0,20
TXX06,B,2016-01-25,0.0,0.0,21
TXXX0,B,2016-01-25,0.0,0.0,21
TXZ06,B,2016-01-25,0.0,0.0,23
TXX00,C,2016-01-25,0.0,0.0,95
TXX06,C,2016-01-25,0.0,0.0,92
TXXX0,C,2016-01-25,0.0,0.0,90
TXZ06,C,2016-01-25,0.0,0.0,64
TXX00,D,2016-01-25,0.0,0.0,1
TXX06,D,2016-01-25,0.0,0.0,1
TXZ06,D,2016-01-25,0.0,0.0,1
TXQT7,E,2016-01-25,0.0,0.0,42
TXQTZ,E,2016-01-25,0.0,0.0,45
TXQT7,B,2016-01-25,0.0,0.0,25
TXQTZ,B,2016-01-25,0.0,0.0,33
TXQQX,C,2016-01-25,0.0,0.0,46
TXQT7,C,2016-01-25,0.0,0.0,91
TXQTZ,C,2016-01-25,0.0,0.0,94
TXX5Q,E,2016-02-01,0.0,0.0,50
TXQ0T,E,2016-02-01,0.0,0.0,48
TXX5Q,B,2016-02-01,0.0,0.0,12
TXQ0T,B,2016-02-01,0.0,0.0,12
TXX5Q,A,2016-02-01,0.0,0.0,27
TXQ0T,A,2016-02-01,0.0,0.0,32
TXX5Q,C,2016-02-01,0.0,0.0,92
TXQ0T,C,2016-02-01,0.0,0.0,93
TXX00,E,2016-02-01,0.0,0.0,43
TXX06,E,2016-02-01,0.0,0.0,42
TXXX0,E,2016-02-01,0.0,0.0,49
TXZ06,E,2016-02-01,0.0,0.0,51
TXX00,B,2016-02-01,0.0,0.0,23
TXX06,B,2016-02-01,0.0,0.0,18
TXXX0,B,2016-02-01,0.0,0.0,29
TXZ06,B,2016-02-01,0.0,0.0,28
TXX00,C,2016-02-01,0.0,0.0,96
TXX06,C,2016-02-01,0.0,0.0,94
TXXX0,C,2016-02-01,0.0,0.0,87
TXZ06,C,2016-02-01,0.0,0.0,65
TXX00,D,2016-02-01,0.0,0.0,1
TXX06,D,2016-02-01,0.0,0.0,1
TXZ06,D,2016-02-01,0.0,0.0,1
TXXX0,F,2016-02-01,0.0,0.0,1
TXQT7,E,2016-02-01,147531.71,0.0,48
TXQTZ,E,2016-02-01,147531.71,0.0,52
TXQT7,B,2016-02-01,147531.71,0.0,20
TXQTZ,B,2016-02-01,147531.71,0.0,28
TXQQX,C,2016-02-01,147531.71,0.0,43
TXQT7,C,2016-02-01,147531.71,0.0,84
TXQTZ,C,2016-02-01,147531.71,0.0,86
TXX5Q,E,2016-02-08,0.0,0.0,53
TXQ0T,E,2016-02-08,0.0,0.0,53
TXX5Q,B,2016-02-08,0.0,0.0,19
TXQ0T,B,2016-02-08,0.0,0.0,17
TXX5Q,A,2016-02-08,0.0,0.0,42
TXQ0T,A,2016-02-08,0.0,0.0,36
TXX5Q,C,2016-02-08,0.0,0.0,91
TXQ0T,C,2016-02-08,0.0,0.0,93
TXX00,E,2016-02-08,141338.02,0.0,45
TXX06,E,2016-02-08,141338.02,0.0,44
TXXX0,E,2016-02-08,141338.02,0.0,54
TXZ06,E,2016-02-08,141338.02,0.0,62
TXX00,B,2016-02-08,141338.02,0.0,16
TXX06,B,2016-02-08,141338.02,0.0,16
TXXX0,B,2016-02-08,141338.02,0.0,20
TXZ06,B,2016-02-08,141338.02,0.0,19
TXX00,C,2016-02-08,141338.02,0.0,94
TXX06,C,2016-02-08,141338.02,0.0,89
TXXX0,C,2016-02-08,141338.02,0.0,86
TXZ06,C,2016-02-08,141338.02,0.0,70
TXX00,D,2016-02-08,141338.02,0.0,1
TXX06,D,2016-02-08,141338.02,0.0,1
TXZ06,D,2016-02-08,141338.02,0.0,1
TXQT7,E,2016-02-08,0.0,0.0,49
TXQTZ,E,2016-02-08,0.0,0.0,50
TXQT7,B,2016-02-08,0.0,0.0,18
TXQTZ,B,2016-02-08,0.0,0.0,32
TXQQX,C,2016-02-08,0.0,0.0,34
TXQT7,C,2016-02-08,0.0,0.0,85
TXQTZ,C,2016-02-08,0.0,0.0,87
TXQQX,F,2016-02-08,0.0,0.0,1
TXX5Q,E,2016-02-15,0.0,0.0,60
TXQ0T,E,2016-02-15,0.0,0.0,60
TXX5Q,B,2016-02-15,0.0,0.0,11
TXQ0T,B,2016-02-15,0.0,0.0,13
TXX5Q,A,2016-02-15,0.0,0.0,59
TXQ0T,A,2016-02-15,0.0,0.0,44
TXX5Q,C,2016-02-15,0.0,0.0,90
TXQ0T,C,2016-02-15,0.0,0.0,89
TXX00,E,2016-02-15,122981.07,0.0,50
TXX06,E,2016-02-15,122981.07,0.0,49
TXXX0,E,2016-02-15,122981.07,0.0,58
TXZ06,E,2016-02-15,122981.07,0.0,60
TXX00,B,2016-02-15,122981.07,0.0,16
TXX06,B,2016-02-15,122981.07,0.0,10
TXXX0,B,2016-02-15,122981.07,0.0,17
TXZ06,B,2016-02-15,122981.07,0.0,19
TXX00,C,2016-02-15,122981.07,0.0,93
TXX06,C,2016-02-15,122981.07,0.0,80
TXXX0,C,2016-02-15,122981.07,0.0,80
TXZ06,C,2016-02-15,122981.07,0.0,62
TXX00,D,2016-02-15,122981.07,0.0,1
TXX06,D,2016-02-15,122981.07,0.0,1
TXZ06,D,2016-02-15,122981.07,0.0,1
TXQT7,E,2016-02-15,122720.64,0.0,56
TXQTZ,E,2016-02-15,122720.64,0.0,58
TXQT7,B,2016-02-15,122720.64,0.0,17
TXQTZ,B,2016-02-15,122720.64,0.0,28
TXQQX,C,2016-02-15,122720.64,0.0,40
TXQT7,C,2016-02-15,122720.64,0.0,90
TXQTZ,C,2016-02-15,122720.64,0.0,94
TXX5Q,E,2016-02-22,0.0,0.0,61
TXQ0T,E,2016-02-22,0.0,0.0,56
TXX5Q,B,2016-02-22,0.0,0.0,18
TXQ0T,B,2016-02-22,0.0,0.0,15
TXX5Q,A,2016-02-22,0.0,0.0,59
TXQ0T,A,2016-02-22,0.0,0.0,42
TXX5Q,C,2016-02-22,0.0,0.0,90
TXQ0T,C,2016-02-22,0.0,0.0,90
TXX00,E,2016-02-22,119585.88,0.0,48
TXX06,E,2016-02-22,119585.88,0.0,55
TXXX0,E,2016-02-22,119585.88,0.0,50
TXZ06,E,2016-02-22,119585.88,0.0,67
TXX00,B,2016-02-22,119585.88,0.0,17
TXX06,B,2016-02-22,119585.88,0.0,17
TXXX0,B,2016-02-22,119585.88,0.0,21
TXZ06,B,2016-02-22,119585.88,0.0,22
TXX00,C,2016-02-22,119585.88,0.0,93
TXX06,C,2016-02-22,119585.88,0.0,71
TXXX0,C,2016-02-22,119585.88,0.0,75
TXZ06,C,2016-02-22,119585.88,0.0,70
TXX00,D,2016-02-22,119585.88,0.0,1
TXX06,D,2016-02-22,119585.88,0.0,1
TXZ06,D,2016-02-22,119585.88,0.0,1
TXQT7,E,2016-02-22,117219.9,0.0,61
TXQTZ,E,2016-02-22,117219.9,0.0,53
TXQT7,B,2016-02-22,117219.9,0.0,21
TXQTZ,B,2016-02-22,117219.9,0.0,23
TXQQX,C,2016-02-22,117219.9,0.0,33
TXQT7,C,2016-02-22,117219.9,0.0,86
TXQTZ,C,2016-02-22,117219.9,0.0,87
TXQTZ,F,2016-02-22,117219.9,0.0,1
TXX5Q,E,2016-02-29,0.0,0.0,48
TXQ0T,E,2016-02-29,0.0,0.0,53
TXX5Q,B,2016-02-29,0.0,0.0,5
TXQ0T,B,2016-02-29,0.0,0.0,9
TXX5Q,A,2016-02-29,0.0,0.0,57
TXQ0T,A,2016-02-29,0.0,0.0,35
TXX5Q,C,2016-02-29,0.0,0.0,92
TXQ0T,C,2016-02-29,0.0,0.0,93
TXX00,E,2016-02-29,0.0,0.0,42
TXX06,E,2016-02-29,0.0,0.0,52
TXXX0,E,2016-02-29,0.0,0.0,44
TXZ06,E,2016-02-29,0.0,0.0,59
TXX00,B,2016-02-29,0.0,0.0,10
TXX06,B,2016-02-29,0.0,0.0,12
TXXX0,B,2016-02-29,0.0,0.0,18
TXZ06,B,2016-02-29,0.0,0.0,18
TXX00,C,2016-02-29,0.0,0.0,94
TXX06,C,2016-02-29,0.0,0.0,73
TXXX0,C,2016-02-29,0.0,0.0,73
TXZ06,C,2016-02-29,0.0,0.0,64
TXX00,D,2016-02-29,0.0,0.0,1
TXX06,D,2016-02-29,0.0,0.0,1
TXZ06,D,2016-02-29,0.0,0.0,1
TXQT7,E,2016-02-29,152457.74,0.0,51
TXQTZ,E,2016-02-29,152457.74,0.0,52
TXQT7,B,2016-02-29,152457.74,0.0,15
TXQTZ,B,2016-02-29,152457.74,0.0,18
TXQQX,C,2016-02-29,152457.74,0.0,39
TXQT7,C,2016-02-29,152457.74,0.0,87
TXQTZ,C,2016-02-29,152457.74,0.0,90
TXQT7,F,2016-02-29,152457.74,0.0,1
TXX5Q,E,2016-03-07,0.0,0.0,49
TXQ0T,E,2016-03-07,0.0,0.0,51
TXX5Q,B,2016-03-07,0.0,0.0,20
TXQ0T,B,2016-03-07,0.0,0.0,13
TXX5Q,A,2016-03-07,0.0,0.0,53
TXQ0T,A,2016-03-07,0.0,0.0,34
TXX5Q,C,2016-03-07,0.0,0.0,89
TXQ0T,C,2016-03-07,0.0,0.0,93
TXX00,E,2016-03-07,0.0,0.0,43
TXX06,E,2016-03-07,0.0,0.0,46
TXXX0,E,2016-03-07,0.0,0.0,51
TXZ06,E,2016-03-07,0.0,0.0,61
TXX00,B,2016-03-07,0.0,0.0,18
TXX06,B,2016-03-07,0.0,0.0,15
TXXX0,B,2016-03-07,0.0,0.0,17
TXZ06,B,2016-03-07,0.0,0.0,21
TXX00,C,2016-03-07,0.0,0.0,93
TXX06,C,2016-03-07,0.0,0.0,69
TXXX0,C,2016-03-07,0.0,0.0,68
TXZ06,C,2016-03-07,0.0,0.0,62
TZQAQ,C,2016-03-07,0.0,0.0,3
TXX00,D,2016-03-07,0.0,0.0,1
TXX06,D,2016-03-07,0.0,0.0,1
TXZ06,D,2016-03-07,0.0,0.0,1
TXXX0,F,2016-03-07,0.0,0.0,1
TXQT7,E,2016-03-07,139959.4,0.0,50
TXQTZ,E,2016-03-07,139959.4,0.0,53
TXQT7,B,2016-03-07,139959.4,0.0,24
TXQTZ,B,2016-03-07,139959.4,0.0,25
TXQQX,C,2016-03-07,139959.4,0.0,40
TXQT7,C,2016-03-07,139959.4,0.0,93
TXQTZ,C,2016-03-07,139959.4,0.0,95
TXX5Q,E,2016-03-14,0.0,0.0,47
TXX5Q,B,2016-03-14,0.0,0.0,16
TXQ0T,B,2016-03-14,0.0,0.0,10
TXX5Q,A,2016-03-14,0.0,0.0,61
TXQ0T,A,2016-03-14,0.0,0.0,57
TXX5Q,C,2016-03-14,0.0,0.0,91
