Product,Channel,WeekStart,QuantitySold,Price,isPromoPeriod
TXXX0,C,2018-02-19,14478,4.136524411061798,True
TXQ0T,C,2016-05-09,19566,4.796502901353968,True
TZQAQ,E,2018-01-08,183,1.646874999999999,True
TXZ06,D,2018-01-01,15031,1.76515946373553,True
TXZ06,D,2016-10-24,16089,1.8938626964433405,True
TXQT7,C,2017-04-17,10977,10.994093312597204,True
TXX00,E,2015-11-23,164,3.322500000000003,True
TXQT7,C,2018-04-09,22173,10.329163695299831,True
TXX06,D,2016-09-19,5789,3.58159171075838,True
TZQAQ,C,2017-08-28,37470,2.31020714436694,True
TXX5Q,E,2017-08-14,126,5.22,True
TXQ0T,A,2015-06-08,24211,3.45377353623936,True
TXZ06,D,2017-12-25,16202,1.7509199559679198,True
TXQ0T,E,2016-04-18,150,3.574285714285713,True
TXX06,C,2017-05-08,14095,4.513157199471606,True
TXQT7,E,2017-06-05,157,8.969417475728157,True
TXQTZ,A,2017-06-05,7153,8.58160247592847,False
TXXX0,B,2017-07-31,28,5.49130434782609,False
TXX00,B,2015-08-17,47,4.82424242424242,True
TXXX0,C,2018-01-08,15192,4.183511190536971,True
TXX00,A,2015-03-16,1781,3.55840118430792,True
TXX06,B,2017-07-03,31,5.9884615384615385,False
TXZ06,C,2017-07-31,26030,2.305926103187518,True
TXQTZ,A,2015-02-16,9388,10.872664907651696,True
TXQT7,B,2018-04-16,11,9.98888888888889,False
TXQT7,C,2015-05-25,10186,13.614667333666839,True
TXX06,D,2017-11-13,5710,3.48017109015135,True
TXQQX,C,2015-05-11,12848,1.3377006644868692,True
TZQAQ,C,2016-12-26,35163,2.3102373406058794,True
TXQ0T,B,2016-12-26,24,6.49,False
TXQTZ,B,2016-01-18,59,12.989583333333302,False
TXX5Q,B,2015-08-17,75,5.13478260869565,True
TXQTZ,F,2015-07-27,763,10.895008051529803,False
TXX00,A,2015-03-02,1414,3.52373913043478,False
TXQT7,C,2015-11-09,10889,11.790933630165577,True
TXX5Q,A,2015-02-09,18319,3.4548677319726098,False
TXZ06,B,2015-01-26,185,3.32251655629139,False
TXQT7,E,2017-04-10,230,9.25881081081084,True
TXZ06,B,2015-05-25,126,3.54757281553398,False
TXQTZ,E,2015-04-27,314,9.69320930232555,True
TXZ06,B,2015-08-17,76,3.99032258064516,False
TZQAQ,B,2018-03-26,23,2.98947368421053,False
TXX5Q,A,2015-04-06,19517,3.4501831501831504,True
TXQTZ,B,2016-01-25,84,12.9897058823529,True
TXQT7,B,2015-10-12,41,11.9911764705882,False
TZQAQ,B,2017-09-25,12,3.99,False
TXZ06,B,2017-08-21,67,2.98909090909091,False
TXQQX,F,2015-02-02,9,0.9875,False
TXQ0T,B,2017-10-23,14,6.49166666666667,False
TXX5Q,E,2015-06-29,167,3.497899159663866,True
TXX00,F,2015-04-13,2023,4.2300911854103305,False
TZQAQ,C,2018-01-29,29527,2.2946195982957938,True
TXX06,E,2016-05-02,126,3.7206000000000006,True
TXX5Q,C,2015-10-12,15249,4.806811257423181,True
TZQAQ,E,2016-04-04,206,1.945508982035931,True
TXXX0,C,2015-05-25,14447,4.556958784879256,True
TXXX0,B,2016-02-22,46,5.48947368421053,False
TXX06,E,2016-11-21,178,3.9720472440944854,True
TXQT7,B,2017-10-09,14,11.825,False
TXQ0T,B,2017-03-27,20,6.488235294117651,False
TXXX0,C,2015-07-20,14778,4.545610322580642,True
TXX06,C,2016-05-09,13983,4.52684541723666,True
TXX5Q,E,2015-08-03,129,3.5142857142857102,False
TXX06,C,2015-08-03,13597,4.534730195177952,True
TXX06,C,2015-03-09,13676,4.5233694279011,True
TXQ0T,E,2015-02-02,129,3.5152427184466046,True
TXQTZ,C,2015-03-30,13452,15.063153162358274,True
TXXX0,E,2015-11-02,233,3.351315789473688,False
TXZ06,C,2015-06-22,21914,3.032736141397914,True
TXX00,D,2015-04-06,7116,3.59460069444444,True
TXX5Q,B,2017-09-25,8,6.48571428571429,False
TXQT7,C,2018-02-19,20817,10.389641513170918,True
TXX06,D,2017-07-10,5451,3.5386301369863,True
TXQT7,B,2015-03-09,226,11.4351851851852,True
TXX06,E,2015-03-16,153,3.54888,False
TXQ0T,B,2015-03-16,62,5.71372549019608,False
TXQQX,C,2015-04-13,12924,1.3367356321839088,True
TXQT7,E,2017-08-28,115,9.017234042553179,False
TXQTZ,C,2017-10-16,12643,11.7675848469123,True
TXX5Q,C,2015-09-28,15334,4.788181490817424,True
TXX00,C,2015-08-24,13648,4.550920162381599,True
TXQT7,C,2016-05-02,12907,11.489825546420686,True
TXZ06,C,2016-11-28,29602,2.3040779099006903,True
TXXX0,E,2015-02-02,210,3.0165882352941153,True
TXQ0T,B,2017-10-09,18,6.48666666666667,False
TXX00,C,2016-04-04,16811,4.177840891969262,True
TXX5Q,C,2015-02-02,20215,4.838453628125194,True
TXX00,C,2015-09-14,13623,4.518225529479102,True
TXQ0T,E,2017-04-24,110,3.48397590361446,True
TXQT7,E,2015-10-19,185,8.546896551724137,True
TXX5Q,E,2015-03-09,372,3.577275747508302,True
TXX5Q,A,2015-02-09,18319,3.4548677319726098,False
TXQT7,E,2015-05-25,248,8.567821782178218,False
TXX5Q,B,2016-05-30,28,6.49130434782609,False
TXZ06,E,2018-02-26,339,1.9853136531365312,True
TXQQX,F,2016-07-11,99,0.98641975308642,False
TXX5Q,A,2017-06-26,22527,3.44440076440076,False
TXZ06,C,2016-04-18,23005,2.7457439715524,True
TXQ0T,B,2015-10-26,49,6.49,False
TXZ06,C,2015-11-23,22604,3.00825966850829,True
TXX5Q,B,2017-04-10,17,6.492857142857139,False
TXX06,E,2015-01-05,121,3.274897959183672,True
TXXX0,B,2016-08-15,28,5.49130434782609,False
TXX06,D,2018-03-19,5245,3.4884492504300804,True
TXX00,C,2015-06-15,22320,4.5676509687455775,True
TXX00,E,2015-04-20,100,3.3499999999999983,True
TXQ0T,A,2015-11-30,34110,3.45092873662908,True
TXQ0T,C,2018-03-19,16804,4.630574801327062,True
TXX5Q,B,2015-12-28,36,6.49,False
TXX00,C,2017-11-06,19217,4.0966158514558195,True
TXZ06,D,2017-05-08,17088,1.8385447106955,True
TXX06,D,2017-01-09,6077,3.58569381907491,True
TXQ0T,E,2018-02-19,76,3.661578947368422,True
TZQAQ,E,2016-10-17,270,1.8344859813084151,True
TXX5Q,A,2018-02-12,20766,3.39473434816087,False
TXXX0,C,2015-11-23,15227,4.468405498281788,True
TXX06,D,2016-01-04,6901,3.4957716324710093,True
TXX06,C,2015-02-23,16017,4.539230769230765,True
TXZ06,B,2018-01-15,63,2.99038461538462,False
TXQ0T,A,2016-08-22,15074,3.439618625277161,True
TXQTZ,E,2016-11-28,351,10.49582278481013,True
TXQQX,F,2015-09-28,4,1.0,False
TXXX0,C,2016-08-29,13650,4.18032321253673,True
TXQ0T,A,2016-12-12,20314,3.44543429844098,True
TXXX0,B,2018-04-02,27,3.99090909090909,False
TXQTZ,C,2017-07-03,20938,12.027247692540486,True
TXX06,B,2017-07-17,19,5.9875,False
TXQT7,C,2017-05-08,11819,10.895741295826602,True
TXX06,B,2016-05-02,27,5.99090909090909,False
TXX5Q,C,2015-04-20,20295,4.811119887883806,True
TXQTZ,B,2017-07-03,29,12.9916666666667,False
TXZ06,C,2015-04-13,21752,3.0993624042427754,True
TXQTZ,C,2016-02-01,13708,13.614018450184501,True
TXQTZ,F,2016-02-22,573,10.2512875536481,False
TXQTZ,B,2015-05-25,209,12.19296875,True
TXX06,D,2016-08-15,56,3.4965517241379303,True
TXQ0T,E,2016-09-05,82,3.541846153846158,True
TXQT7,A,2016-12-05,244,9.724623115577891,False
TXZ06,D,2015-04-20,7972,2.67846225104215,True
TXQTZ,E,2017-01-09,214,10.292019230769212,True
TXX06,C,2015-05-18,20779,4.569239457831327,True
TXX00,E,2016-05-09,156,3.5034782608695694,True
TXZ06,B,2015-03-23,183,3.4664429530201297,False
TXX00,C,2015-04-13,24334,4.542194690265484,True
TXX06,C,2017-02-06,12746,4.496473918317836,True
TXX06,E,2018-01-01,102,3.1109638554216903,False
TZQAQ,A,2016-11-14,1801,1.64976109215017,False
TXZ06,E,2018-03-05,312,2.049448818897639,False
TXXX0,E,2017-08-07,130,3.3164150943396242,False
TXX5Q,B,2017-12-25,8,6.48571428571429,False
TXX06,E,2015-12-28,175,3.8473426573426535,False
TXQQX,C,2015-04-13,12924,1.3367356321839088,True
TXQTZ,C,2016-07-04,23164,12.537213470154645,True
TXXX0,C,2016-04-04,15110,4.26892251180689,True
TXZ06,E,2016-10-24,503,1.93816582914573,True
TXQT7,B,2017-07-24,29,11.9875,False
TXX00,C,2016-11-07,16544,4.115061523363783,True
TXQT7,E,2016-07-18,174,9.246992481203039,True
TZQAQ,D,2017-12-04,12083,1.73487654320988,True
TXQT7,C,2018-03-05,18100,10.208476323119774,True
TXX00,A,2016-11-14,1404,2.968359375,True
TXQ0T,A,2016-01-18,21420,3.4488464874241096,True
TXQT7,A,2017-06-12,8688,7.56012174405436,False
TXX00,C,2015-08-31,14771,4.540091259379437,True
TZQAQ,C,2017-07-17,37241,2.30805911109452,True
TXQ0T,A,2015-02-16,31809,3.45385715942926,False
TXX5Q,E,2016-06-27,120,3.4903125,True
TXX5Q,C,2015-02-16,17699,4.818627792283144,True
TXQQX,C,2015-06-08,13317,1.335104921426555,True
TXX06,C,2017-01-16,12447,4.505001593540854,True
TXXX0,C,2016-12-12,17050,4.155505333034986,True
TXX06,B,2015-10-05,43,5.988571428571429,False
TXX06,B,2016-07-18,18,5.85333333333333,False
TXX5Q,A,2016-04-11,27507,3.45891441441441,True
TXZ06,C,2017-02-20,27751,2.291213812181042,True
TZQAQ,B,2016-09-05,40,3.99090909090909,False
TXZ06,C,2017-02-13,27197,2.30128219278881,True
TXXX0,E,2016-10-17,154,3.245714285714289,False
TXXX0,C,2016-03-28,13837,4.272349777448074,True
TXZ06,D,2015-09-07,7935,2.53947572514348,True
TXQT7,C,2015-08-10,8751,12.65922985581,True
TXX00,E,2016-02-08,125,3.620322580645161,True
TXX5Q,E,2016-09-19,104,3.555,True
TXX06,A,2015-04-27,2793,2.25058043117745,True
TXQTZ,C,2017-08-14,12320,11.836931447225247,True
TXX5Q,E,2018-04-02,66,3.113333333333334,False
TXQ0T,B,2016-05-02,30,6.492000000000001,False
TXX06,A,2015-05-11,2071,2.26721568627451,True
TXQT7,B,2016-09-26,67,11.989090909090901,False
TXQ0T,E,2016-05-23,136,3.468461538461535,True
TXX5Q,C,2017-10-09,13334,4.778678921321074,True
TXQT7,A,2015-03-23,7644,9.875539275539278,True
TXQT7,C,2018-01-22,14051,10.378388969521048,True
TXZ06,D,2015-03-16,8935,2.6332966276669,False
TXX5Q,C,2015-08-03,17756,4.801943198804191,True
TXQTZ,A,2015-03-30,319,8.13615384615385,False
TXX5Q,A,2018-02-26,24521,3.3479122541603603,True
TXXX0,C,2015-04-20,15628,4.557282839849502,True
TXX06,E,2016-02-22,125,3.4209,True
TXX5Q,A,2017-01-16,18383,3.44425933360096,False
TXQTZ,E,2018-04-16,99,9.117692307692277,True
TXX5Q,B,2015-03-23,82,5.92388059701493,False
TXZ06,D,2017-05-29,17223,1.84777785886302,True
TXX5Q,C,2017-10-16,12789,4.783127401100608,True
TXQ0T,A,2018-03-19,21005,3.34460904366525,True
TXX00,D,2015-10-12,14,3.3583333333333303,False
TXQQX,C,2017-02-13,11550,1.3364333333333331,True
TXQ0T,A,2017-07-03,20908,3.44082154321722,True
TXX00,B,2017-02-20,17,5.992857142857139,False
TXX00,E,2017-02-13,102,3.460609756097559,True
TXZ06,C,2016-05-02,23451,2.728274038737856,True
TXX00,B,2015-05-04,76,5.66774193548387,False
TXX00,B,2018-02-05,23,5.98947368421053,False
TXQT7,E,2017-01-16,126,8.70589285714286,True
TXZ06,B,2016-02-01,82,3.98955223880597,False
TXQTZ,A,2017-06-12,7479,8.58715671764512,False
TXZ06,B,2015-03-02,159,3.4269230769230803,False
TXZ06,C,2015-01-26,23106,3.070913201720518,True
TXX06,E,2018-03-19,121,3.342727272727269,False
TXQTZ,B,2017-01-23,89,12.9753424657534,False
TXQ0T,C,2018-02-26,17452,4.650002471780511,True
TXQ0T,A,2015-02-02,25550,3.4519376113223896,False
TXZ06,C,2018-02-19,29738,2.30601288082949,True
TXXX0,B,2015-02-09,116,4.87157894736842,False
TXQQX,C,2017-07-03,10600,1.3379398575573727,True
TXX00,D,2016-08-29,7498,3.5126696832579203,True
TXX5Q,B,2015-08-03,136,3.73,True
TXXX0,B,2017-03-27,30,5.492000000000001,False
TXQ0T,C,2017-05-01,18691,4.77184343434344,True
TXQQX,F,2016-08-22,82,0.98955223880597,False
TXQTZ,C,2018-02-05,14958,11.729325687166304,True
TXX06,D,2016-08-08,5801,3.53800042817384,True
TXQTZ,C,2015-03-23,12362,15.094904772574477,True
TXQTZ,E,2017-07-10,119,9.547422680412362,False
TXX00,E,2016-08-22,111,3.6097590361445824,True
TXX06,E,2015-03-23,177,3.4124475524475515,True
TXX06,E,2017-04-10,151,3.588934426229511,True
TXQQX,C,2015-02-09,9234,1.330243837084673,True
TXX00,C,2015-04-13,24334,4.542194690265484,True
TXZ06,E,2015-11-16,469,2.3885195530726264,True
TXQTZ,F,2017-04-24,1052,10.285981308411198,False
TXZ06,C,2017-11-06,24085,2.307035925044004,True
TZQAQ,E,2018-02-19,209,1.668502994011974,True
TZQAQ,E,2018-01-15,204,1.716149068322985,True
TXZ06,D,2015-10-19,7451,2.5882964674810203,False
TXQT7,B,2015-11-16,86,10.2521739130435,True
TXX5Q,E,2016-10-17,49,3.4957894736842112,True
TXZ06,E,2017-06-05,373,2.130496688741724,True
TXQ0T,B,2015-11-23,31,6.4884615384615385,False
TXZ06,D,2016-06-27,16029,2.00930495811637,True
TXX00,A,2015-03-30,1377,3.49553571428571,False
TXQ0T,B,2016-10-03,13,6.49090909090909,False
TXX06,B,2016-09-12,24,5.99,False
TXX00,C,2017-04-10,17416,4.105729227193495,True
TXZ06,B,2015-12-28,77,3.99047619047619,False
TXX5Q,A,2015-02-23,24055,3.4538272741218,False
TXX00,B,2015-03-02,71,5.50689655172414,False
TXX5Q,C,2015-11-09,14226,4.785609907120741,True
TXXX0,E,2017-08-21,89,3.232173913043481,True
TXX06,D,2017-02-27,5793,3.50215214148732,True
TXX00,E,2016-10-31,34441,3.589996071007611,True
TXX00,A,2018-03-12,6569,2.87524808088373,False
TXX00,B,2015-01-05,59,5.51041666666667,False
TXX06,D,2017-08-28,5594,3.55980154355017,True
TXQT7,F,2016-02-29,1249,9.19478346456693,False
TXX5Q,A,2017-10-16,14602,3.44811320754717,False
TXX06,D,2017-06-26,5389,3.54341338307298,True
TXQT7,B,2017-06-19,24,11.99,False
TXX5Q,E,2015-11-23,177,3.5030769230769208,True
TXQ0T,C,2015-07-13,15682,4.8038112704234806,True
TXX5Q,B,2017-12-18,33,6.48888888888889,False
TXQT7,E,2016-08-22,157,9.13200000000003,True
TZQAQ,F,2016-03-28,20,2.47647058823529,False
TXZ06,C,2015-02-23,21055,3.0912006637430376,True
TXQT7,E,2015-05-18,243,8.229545454545454,False
TXQT7,B,2015-11-02,77,11.0,True
TXX06,E,2017-06-12,135,3.6065454545454565,False
TXX06,E,2017-10-30,111,3.478351648351644,False
TXX5Q,A,2017-03-20,17958,3.4417026913958995,True
TXQTZ,C,2017-01-30,31205,12.14614754098361,True
TZQAQ,E,2018-03-05,242,1.80275510204082,True
TXX5Q,A,2016-05-30,8945,3.45765689191104,True
TXQTZ,E,2017-12-25,120,9.67135135135131,True
TXZ06,B,2015-02-16,115,3.23723404255319,False
TXQTZ,C,2015-02-02,13119,15.367290427257998,True
TXX06,E,2017-09-04,141,3.488086956521736,False
TXQ0T,A,2015-12-21,18801,3.45041868376292,False
TXX5Q,B,2018-01-08,8,6.48571428571429,False
TXQQX,F,2016-05-16,8,0.985714285714286,False
TXQTZ,B,2015-04-06,161,13.186259541984699,False
TXX5Q,E,2017-08-28,84,3.795319148936166,True
TXQTZ,C,2016-06-13,21253,12.573498452012386,True
TXQTZ,E,2015-12-07,284,9.390779220779189,False
TXQTZ,B,2016-12-05,91,12.9905405405405,False
TXX00,E,2017-06-12,140,3.3284210526315805,False
TXX06,B,2017-03-13,14,5.99166666666667,False
TXX5Q,B,2017-07-10,18,6.48666666666667,False
TXQTZ,E,2015-04-13,199,9.26444444444442,False
TXX06,C,2015-02-09,14892,4.505336078045292,True
TXQTZ,E,2015-06-15,209,9.30381818181822,True
TXX06,C,2015-10-12,12237,4.538728298611108,True
TXX5Q,E,2015-10-12,127,3.5203846153846143,False
TXQTZ,C,2015-06-22,11458,14.97486296715738,True
TXX5Q,B,2017-11-27,9,6.4875,False
TXZ06,C,2016-12-26,25596,2.3077820025348483,True
TXQT7,B,2017-04-03,40,11.987878787878802,False
TXQT7,C,2015-08-24,9576,12.478538135593222,True
TXQT7,B,2017-01-23,41,11.9882352941176,False
TXQT7,B,2015-06-01,120,12.1836734693878,False
TXX5Q,C,2016-08-22,12017,4.796505906578525,True
TXQTZ,E,2017-06-26,189,10.180519480519472,False
TXX06,A,2016-08-01,1250,3.24237954768928,False
TXX06,D,2015-04-06,6047,3.61405262084438,True
TXZ06,E,2015-10-26,297,2.3970186335403723,True
TXX00,C,2017-10-16,17549,4.095485106057128,True
TXQTZ,C,2016-02-22,12480,13.935437964422423,True
TXQT7,E,2018-04-30,148,8.88975,True
TXX5Q,A,2016-11-21,14975,3.43132307174699,True
TZQAQ,A,2016-07-11,9443,1.64993208367292,True
TXQT7,C,2018-02-12,11857,10.35681480608275,True
TXX5Q,B,2016-06-13,23,6.48947368421053,False
TXQTZ,E,2017-03-06,273,10.11958333333335,True
TXX06,B,2018-02-05,18,5.98666666666667,False
TZQAQ,B,2017-03-20,17,3.99285714285714,False
TXQ0T,B,2016-09-19,24,6.49,False
TXX00,B,2016-06-13,24,5.99,False
TXX5Q,E,2016-12-19,184,3.247659574468083,True
TXX5Q,A,2015-04-13,27210,3.4533996909371902,True
TXQT7,F,2018-02-19,659,8.33973880597015,False
TXXX0,C,2017-02-06,14379,4.12659756097561,True
TXXX0,E,2016-11-07,209,3.170357142857145,True
TXX06,E,2015-04-13,145,3.4611206896551687,True
TXX00,C,2016-06-27,22745,4.14806991072551,True
TXQ0T,B,2016-10-17,24,6.49,False
TXQ0T,C,2015-05-25,15586,4.817023616952441,True
TXQT7,E,2015-03-16,309,8.602048192771079,True
TXQ0T,E,2016-03-28,159,3.548372093023257,True
TXQT7,A,2017-09-25,3215,7.551874521805661,False
TXQ0T,B,2017-05-29,18,6.48666666666667,False
TXX00,B,2015-02-02,66,5.4351851851851904,False
TXQQX,C,2016-07-25,15387,1.324984851185171,True
TXQ0T,C,2016-01-25,17563,4.806938712894065,True
TXQQX,C,2015-02-16,10504,1.3336130096629748,True
TXX06,D,2016-10-03,5801,3.53427331887202,True
TXX06,D,2018-04-02,5093,3.52223575255723,True
TXX00,A,2017-01-09,1860,2.96133509583609,False
TXXX0,C,2017-02-27,15167,4.122100196113382,True
TZQAQ,C,2016-03-21,8537,2.7101409691629974,True
TXQQX,C,2016-06-20,13218,1.339779609045612,True
TXX5Q,B,2016-03-28,22,6.48888888888889,False
TXQT7,B,2017-11-20,29,11.908333333333301,False
TXQ0T,C,2016-10-24,15809,4.778986832173105,True
TXZ06,C,2017-12-04,25816,2.3041984694643176,True
TXQTZ,C,2017-04-10,18928,12.075378061767847,True
TXX06,C,2015-03-16,13507,4.50825483205104,True
TXQTZ,B,2017-07-31,31,12.9923076923077,False
TXX06,D,2018-01-22,5423,3.51260381045432,True
TXXX0,B,2015-08-24,66,4.0125,True
TXQTZ,E,2017-02-13,146,9.710847457627139,True
TXX5Q,A,2016-12-12,20184,3.4380621572212102,False
TXZ06,C,2015-01-05,19105,3.05949026690748,True
TXQQX,C,2017-01-02,10584,1.3592727272727272,True
TXQT7,B,2017-06-05,23,11.9894736842105,False
TZQAQ,E,2016-11-28,377,1.88571428571429,True
TXQ0T,C,2015-01-26,17908,4.815699256970503,True
TXX00,E,2017-10-16,104,3.370120481927709,True
TXX06,D,2017-01-23,6114,3.53385593220339,True
TXQTZ,C,2017-09-25,14055,11.754101083763793,True
TXZ06,B,2017-01-09,77,2.99047619047619,False
TXQTZ,E,2017-12-18,266,10.669285714285712,True
TXQQX,F,2015-05-11,13,0.990909090909091,False
TXZ06,B,2016-12-12,121,2.9898989898989905,False
TXZ06,D,2017-09-18,39,1.70625,False
TXQT7,E,2016-05-23,183,9.38371621621626,True
TXZ06,B,2015-11-09,56,3.9891304347826098,False
TXX00,B,2016-06-27,39,5.990625,False
TXX00,E,2015-01-19,217,3.6028662420382194,True
TXQ0T,A,2015-03-02,29239,3.45404242756527,True
TXZ06,D,2017-05-15,15769,1.84708155860546,True
TXX00,E,2016-10-17,126,3.4190909090909103,True
TXZ06,C,2018-03-12,32592,2.2930147272350077,True
TXXX0,C,2015-05-04,17297,4.560713752426454,True
TXQT7,A,2015-03-23,7644,9.875539275539278,True
TXX06,A,2017-10-16,1713,3.24077530509691,False
TXQ0T,A,2017-12-04,14277,3.43849931082012,False
TXX06,B,2015-09-07,30,5.852,False
TXXX0,B,2015-03-23,136,4.947747747747751,False
TXQ0T,A,2016-05-23,26708,3.45127567467993,False
TXQ0T,B,2017-12-25,11,6.48888888888889,False
TZQAQ,E,2016-03-14,29,1.8299999999999972,False
TZQAQ,E,2016-08-15,227,1.8337500000000002,True
TXQT7,E,2015-06-22,253,8.442631578947374,True
TZQAQ,E,2016-06-06,225,2.058435754189947,True
TZQAQ,E,2017-10-16,269,1.7687671232876727,False
TXXX0,B,2015-10-12,52,5.4906976744186,False
TXQ0T,E,2016-12-26,118,3.4396875,False
TXQTZ,E,2015-03-16,323,9.34360465116276,True
TXX5Q,B,2015-11-02,24,6.49,False
TXX00,B,2015-08-24,50,4.765,True
TXQTZ,E,2017-09-11,147,10.26915254237286,True
TXQTZ,C,2015-02-09,12098,15.228747787610558,True
TXXX0,E,2016-03-07,218,3.1649142857142873,True
TXX06,A,2015-05-25,1247,2.29832347140039,False
TXX06,D,2016-03-21,6546,3.46331658291457,True
TXQTZ,B,2017-03-13,35,12.9896551724138,False
TXZ06,B,2016-01-18,62,3.9901960784313695,False
TXX00,C,2017-01-23,16018,4.120855135043597,True
TXXX0,D,2016-06-20,5773,3.29797164667394,True
TXX5Q,B,2015-03-23,82,5.92388059701493,False
TXX5Q,C,2017-02-06,13723,4.786594854897981,True
TXX5Q,E,2016-08-08,73,3.5206779661016943,True
TXX5Q,C,2015-01-26,20371,4.8236429825131655,True
TXX00,E,2017-06-19,52,3.2274418604651194,False
TXQQX,C,2016-03-21,13500,1.3347044643718058,True
TXQQX,C,2016-10-10,13181,1.3289639160297961,True
TXX06,C,2018-03-26,17582,4.541739130434786,True
TXQT7,C,2015-11-16,10849,11.755652508661612,True
TXQTZ,E,2018-04-09,124,10.18928571428574,True
TXXX0,B,2015-04-13,103,4.88809523809524,False
TXX5Q,B,2017-09-11,20,6.488235294117651,False
TXX5Q,E,2016-10-10,82,3.430746268656714,False
TXQT7,C,2017-08-21,11876,10.386472155982606,True
TZQAQ,A,2018-04-09,2498,1.4628493524199,True
TXQ0T,E,2017-01-23,125,3.619285714285713,True
TXX06,C,2017-06-12,18917,4.56484919180136,True
TXX00,E,2015-03-16,142,3.4591304347826126,True
TXX5Q,B,2015-04-06,75,5.74262295081967,False
TXX00,B,2016-05-09,35,5.98965517241379,False
TXQT7,C,2017-06-26,12133,10.428182743700694,True
TXQT7,C,2017-02-20,10067,10.815290178571425,True
TXX06,D,2015-07-13,6908,3.53489563567362,True
TXX06,E,2017-05-08,126,3.34411764705882,True
TXX5Q,A,2017-03-06,20261,3.4506178972862203,True
TXQ0T,E,2016-10-17,130,3.4875000000000003,True
TXXX0,B,2016-04-04,44,5.48888888888889,False
TZQAQ,B,2016-12-12,27,3.99090909090909,False
TXX06,E,2015-02-02,207,3.9349704142011874,False
TXX5Q,E,2017-05-01,88,3.3730434782608683,True
TXZ06,E,2017-10-30,324,1.967045454545454,False
TXQ0T,B,2016-08-22,19,6.4875,False
TXQ0T,E,2017-05-29,170,3.9286666666666714,True
TXX5Q,C,2017-05-08,14841,4.7896778269109275,True
TXZ06,D,2017-02-20,15700,1.85298776662484,True
TXX00,D,2016-02-29,8653,3.40897855866587,True
TZQAQ,C,2017-09-18,31751,2.305148629148624,True
TXZ06,B,2015-05-04,143,3.53846153846154,False
TXX00,C,2017-09-18,16842,4.0925831202046,True
TXQ0T,E,2018-02-12,72,3.0321428571428584,True
TXQT7,A,2018-01-15,3435,7.5626566416040095,False
TXQ0T,E,2016-08-29,98,3.5146753246753293,True
TXQTZ,E,2016-02-22,211,9.96564705882354,True
TXX06,A,2015-03-23,1501,3.2598944591029,True
TXQT7,E,2015-03-09,357,8.667909407665503,True
TXQQX,C,2017-12-11,11817,1.323841929578981,True
TXXX0,B,2015-08-17,154,3.58303571428571,True
TXQTZ,E,2016-05-02,242,10.739423076923071,True
TXX5Q,E,2017-01-30,102,3.456,True
TXX06,D,2017-10-23,5682,3.48629702002931,True
TXX5Q,A,2018-02-05,17085,3.44081094927908,True
TXQT7,E,2016-01-11,243,8.719615384615386,True
TXX00,B,2016-08-22,29,5.99166666666667,False
TXX00,C,2016-04-18,16389,4.181365509123013,True
TXQ0T,E,2015-03-02,118,3.519574468085106,True
TZQAQ,C,2017-04-10,37849,2.308450584320104,True
TXX00,A,2016-07-18,1771,2.9312138728323704,True
TXX00,D,2018-01-29,7521,3.34573150318045,True
TXQT7,B,2015-12-14,118,11.96875,False
TZQAQ,C,2017-12-18,42173,2.30343137254902,True
TXX06,B,2017-04-17,19,5.9875,False
TXZ06,D,2017-12-18,19306,1.76298423639032,True
TXX5Q,B,2016-04-04,28,6.49130434782609,False
TXXX0,C,2018-04-09,15017,4.0961031861279595,True
TXX06,B,2015-01-12,71,5.61034482758621,False
TZQAQ,E,2017-01-02,216,1.664457831325305,True
TXX06,C,2018-04-16,12561,4.518395822454304,True
TXX00,B,2016-12-12,44,5.98888888888889,False
TXQ0T,B,2018-02-12,12,6.49,False
TXX5Q,B,2017-12-04,18,6.48666666666667,False
TXQ0T,A,2015-01-19,17541,3.45298566026967,True
TXQ0T,B,2015-07-20,110,5.296296296296299,True
TXXX0,E,2015-03-30,227,3.0152459016393487,True
TXX06,E,2017-03-27,154,3.508512396694218,True
TXQTZ,E,2017-05-15,127,9.0181818181818,True
TXX06,B,2015-01-26,111,5.60549450549451,False
TXX00,D,2016-06-27,7538,3.5072318647085,True
TXZ06,E,2015-01-26,380,2.22633116883117,True
TZQAQ,B,2017-11-27,14,3.99166666666667,False
TXX5Q,A,2016-05-16,18438,3.4489560402908395,False
TXX00,A,2017-10-16,1987,3.0194925742574306,False
TXX06,B,2015-09-14,29,5.99166666666667,False
TXX5Q,E,2016-04-25,169,3.493783783783782,True
TXX06,C,2015-07-13,13707,4.537905333462396,True
TXQTZ,E,2017-02-06,206,10.314662576687102,True
TXXX0,B,2016-04-11,50,5.49024390243902,False
TXX5Q,C,2016-04-18,15023,4.802784876140804,True
TXX5Q,B,2017-02-20,14,6.49166666666667,False
TXXX0,F,2016-03-07,756,3.45951219512195,False
TXX06,A,2018-02-26,1896,3.2242542153047995,False
TXQTZ,E,2016-04-25,269,9.19273170731706,True
TXX5Q,B,2016-03-14,38,6.49032258064516,False
TXXX0,E,2015-03-16,271,3.206146788990828,True
TXZ06,D,2017-08-07,13093,1.8856604484642896,True
TXQ0T,E,2015-01-12,157,3.547741935483873,True
TXX5Q,A,2017-07-17,17402,3.4509822064056896,True
TXX00,F,2016-07-11,1244,3.76867588932806,False
TXQTZ,E,2015-05-25,216,9.479659090909049,False
